group,variable,value
A,v40,2
B,v40,2
C,v40,0
D,v40,2
E,v40,0
F,v40,1
G,v40,2
H,v40,0
I,v40,5
J,v40,0
A,v39,0
B,v39,0
C,v39,5
D,v39,6
E,v39,10
F,v39,8
G,v39,1
H,v39,3
I,v39,5
J,v39,7
A,v38,4
B,v38,4
C,v38,5
D,v38,3
E,v38,3
F,v38,0
G,v38,0
H,v38,2
I,v38,2
J,v38,0
A,v37,0
B,v37,1
C,v37,0
D,v37,3
E,v37,0
F,v37,1
G,v37,0
H,v37,0
I,v37,0
J,v37,0
A,v36,9
B,v36,0
C,v36,1
D,v36,1
E,v36,0
F,v36,1
G,v36,0
H,v36,2
I,v36,1
J,v36,2
A,v35,0
B,v35,0
C,v35,0
D,v35,1
E,v35,0
F,v35,0
G,v35,0
H,v35,0
I,v35,1
J,v35,2
A,v34,0
B,v34,4
C,v34,3
D,v34,0
E,v34,0
F,v34,0
G,v34,0
H,v34,0
I,v34,0
J,v34,2
A,v33,1
B,v33,0
C,v33,0
D,v33,2
E,v33,6
F,v33,2
G,v33,4
H,v33,1
I,v33,0
J,v33,1
A,v32,2
B,v32,0
C,v32,0
D,v32,0
E,v32,0
F,v32,0
G,v32,2
H,v32,0
I,v32,0
J,v32,3
A,v31,2
B,v31,2
C,v31,2
D,v31,4
E,v31,6
F,v31,4
G,v31,0
H,v31,1
I,v31,1
J,v31,2
A,v30,1
B,v30,5
C,v30,0
D,v30,2
E,v30,3
F,v30,2
G,v30,3
H,v30,2
I,v30,5
J,v30,5
A,v29,5
B,v29,0
C,v29,4
D,v29,3
E,v29,3
F,v29,3
G,v29,9
H,v29,5
I,v29,2
J,v29,7
A,v28,1
B,v28,0
C,v28,7
D,v28,1
E,v28,1
F,v28,3
